"Time","u101","u201","u301","u501","u601","u110","u210","u310","u510","u610","u710","u111","u211","u311","u511","u611","u711","u112","u212","u312","u512","u612","u712","u213","u313","u713","u714","u102","u302","u502","u602","u702","u103","u203","u303","u503","u603","u703","u104","u204","u304","u504","u604","u704","u105","u205","u305","u505","u605","u705","u106","u206","u306","u506","u606","u706","u107","u207","u307","u507","u607","u707","u108","u208","u308","u508","u608","u708","u109","u209","u309","u509","u609","u709"
2024-08-04 18:55:40,-88.9655 µA,-89.0153 µA,-89.0041 µA,-89.2004 µA,-88.9573 µA,-89.2468 µA,-88.9396 µA,-88.9044 µA,-89.1058 µA,-89.1088 µA,-88.9595 µA,-88.7551 µA,-88.9956 µA,-86.4438 µA,-89.1066 µA,-86.3696 µA,-89.0273 µA,-89.2601 µA,-89.0351 µA,-88.8502 µA,-89.0134 µA,-88.5078 µA,-88.9978 µA,-88.9511 µA,-105.9709 µA,-106.1968 µA,-88.9229 µA,-89.0847 µA,-85.3062 µA,-89.1310 µA,-88.7711 µA,-88.8837 µA,-89.1649 µA,-88.9859 µA,-88.8001 µA,-89.0954 µA,-88.8899 µA,-88.5826 µA,-89.0066 µA,-89.0496 µA,-88.9632 µA,-89.1110 µA,-89.0630 µA,-88.5469 µA,-89.0459 µA,-89.1257 µA,-88.8622 µA,-88.7635 µA,-88.9525 µA,-89.2154 µA,-89.3352 µA,-88.4541 µA,-88.9959 µA,-89.0596 µA,-88.9845 µA,-89.0879 µA,-89.0789 µA,-88.9601 µA,-85.7038 µA,-88.9989 µA,-88.9549 µA,-89.0447 µA,-89.2903 µA,-87.2028 µA,-89.0497 µA,-89.2380 µA,-88.4024 µA,-88.3938 µA,-89.2548 µA,-88.9805 µA,-88.9863 µA,-79.3027 µA,-88.9213 µA,-88.8969 µA
2024-08-04 18:55:44,-88.9651 µA,-89.0153 µA,-89.0031 µA,-89.2005 µA,-88.9574 µA,-89.2463 µA,-88.9395 µA,-88.9035 µA,-89.1265 µA,-89.1088 µA,-88.9592 µA,-88.7560 µA,-88.9717 µA,-86.4440 µA,-89.1067 µA,-86.3696 µA,-89.0280 µA,-89.2597 µA,-89.0284 µA,-88.8500 µA,-89.0130 µA,-88.5075 µA,-88.9978 µA,-88.9513 µA,-105.9707 µA,-106.1968 µA,-88.9228 µA,-89.0847 µA,-85.3059 µA,-89.1305 µA,-88.7708 µA,-88.8837 µA,-89.1648 µA,-88.9858 µA,-88.8001 µA,-89.0953 µA,-88.8901 µA,-88.5819 µA,-89.0058 µA,-89.0496 µA,-88.9632 µA,-89.1110 µA,-89.0630 µA,-88.5466 µA,-89.0450 µA,-89.1256 µA,-88.8619 µA,-88.7636 µA,-88.9524 µA,-89.2154 µA,-89.3348 µA,-88.4537 µA,-88.9966 µA,-89.0597 µA,-88.9843 µA,-89.0883 µA,-89.0791 µA,-88.9614 µA,-85.7001 µA,-88.9986 µA,-88.9468 µA,-89.0441 µA,-89.2892 µA,-87.2027 µA,-89.0494 µA,-89.2383 µA,-88.3988 µA,-88.3680 µA,-89.2550 µA,-88.9800 µA,-88.9858 µA,-79.0740 µA,-88.9211 µA,-88.8966 µA
2024-08-04 18:55:48,-88.9651 µA,-89.0147 µA,-88.9959 µA,-89.2004 µA,-88.9581 µA,-89.2463 µA,-88.9392 µA,-88.9040 µA,-89.1246 µA,-89.1083 µA,-88.9593 µA,-88.7555 µA,-88.9836 µA,-86.4445 µA,-89.1065 µA,-86.3697 µA,-89.0279 µA,-89.2588 µA,-89.0289 µA,-88.8507 µA,-89.0129 µA,-88.5069 µA,-88.9885 µA,-88.9511 µA,-105.9705 µA,-106.1968 µA,-88.9230 µA,-89.0844 µA,-85.3055 µA,-89.1312 µA,-88.7699 µA,-88.8839 µA,-89.1647 µA,-88.9864 µA,-88.8002 µA,-89.0949 µA,-88.8901 µA,-88.5817 µA,-89.0055 µA,-89.0495 µA,-88.9634 µA,-89.1111 µA,-89.0627 µA,-88.5468 µA,-89.0444 µA,-89.1259 µA,-88.8617 µA,-88.7633 µA,-88.9523 µA,-89.2152 µA,-89.3348 µA,-88.4528 µA,-88.9966 µA,-89.0596 µA,-88.9845 µA,-89.0882 µA,-89.0789 µA,-88.9616 µA,-85.6982 µA,-88.9984 µA,-88.9476 µA,-89.0430 µA,-89.2895 µA,-87.2023 µA,-89.0491 µA,-89.2381 µA,-88.4067 µA,-88.6567 µA,-89.2553 µA,-88.9805 µA,-88.9858 µA,-79.0358 µA,-88.9210 µA,-88.8967 µA
2024-08-04 18:55:52,-88.9657 µA,-89.0147 µA,-88.9963 µA,-89.2003 µA,-89.3013 µA,-89.2460 µA,-88.9391 µA,-88.9039 µA,-89.1101 µA,-89.1082 µA,-88.9591 µA,-88.7554 µA,-88.9828 µA,-86.4445 µA,-89.1065 µA,-86.3695 µA,-89.0273 µA,-89.2590 µA,-89.0284 µA,-88.8507 µA,-89.0130 µA,-88.5067 µA,-88.9957 µA,-88.9515 µA,-105.9704 µA,-106.1968 µA,-88.9229 µA,-89.0846 µA,-85.3051 µA,-89.1303 µA,-88.7694 µA,-88.8838 µA,-89.1644 µA,-88.9862 µA,-88.8000 µA,-89.0949 µA,-88.8899 µA,-88.5814 µA,-89.0051 µA,-89.0494 µA,-88.9634 µA,-89.1113 µA,-89.0624 µA,-88.5464 µA,-89.0442 µA,-89.1255 µA,-88.8616 µA,-88.7634 µA,-88.9523 µA,-89.2148 µA,-89.3348 µA,-88.4556 µA,-88.9965 µA,-89.0591 µA,-88.9846 µA,-89.0883 µA,-89.0786 µA,-88.9612 µA,-85.6968 µA,-88.9982 µA,-88.9333 µA,-89.0428 µA,-89.2886 µA,-87.2017 µA,-89.0492 µA,-89.2382 µA,-88.9512 µA,-88.3677 µA,-89.2552 µA,-88.9804 µA,-88.9857 µA,-79.0427 µA,-88.9209 µA,-88.8967 µA
2024-08-04 18:55:56,-88.9653 µA,-89.0143 µA,-89.0268 µA,-89.2010 µA,-88.9663 µA,-89.2459 µA,-88.9389 µA,-88.9037 µA,-89.1252 µA,-89.1079 µA,-88.9591 µA,-88.7557 µA,-88.9817 µA,-86.4443 µA,-89.1066 µA,-86.3695 µA,-89.0264 µA,-89.2588 µA,-89.0335 µA,-88.8508 µA,-89.0126 µA,-88.5061 µA,-89.0079 µA,-88.9513 µA,-105.9703 µA,-106.1968 µA,-88.9229 µA,-89.0838 µA,-85.3050 µA,-89.1288 µA,-88.7692 µA,-88.8836 µA,-89.1648 µA,-88.9859 µA,-88.8003 µA,-89.0953 µA,-88.8899 µA,-88.5813 µA,-89.0051 µA,-89.0489 µA,-88.9631 µA,-89.1107 µA,-89.0627 µA,-88.5463 µA,-89.0436 µA,-89.2867 µA,-88.8598 µA,-88.7628 µA,-88.9524 µA,-89.2143 µA,-89.3338 µA,-88.7712 µA,-88.9960 µA,-89.0595 µA,-88.9847 µA,-89.0887 µA,-89.0785 µA,-88.9476 µA,-85.6952 µA,-88.9979 µA,-89.3974 µA,-89.0420 µA,-89.2883 µA,-87.2009 µA,-89.0491 µA,-89.2379 µA,-88.4086 µA,-88.3779 µA,-89.2539 µA,-88.9802 µA,-88.9859 µA,-78.9740 µA,-88.9208 µA,-88.8967 µA
2024-08-04 18:56:00,-88.9650 µA,-89.0144 µA,-88.9950 µA,-89.1974 µA,-88.9602 µA,-89.2458 µA,-88.9390 µA,-88.9035 µA,-89.1245 µA,-89.1079 µA,-88.9590 µA,-88.7547 µA,-88.9760 µA,-86.4439 µA,-89.1063 µA,-86.3693 µA,-89.0273 µA,-89.2592 µA,-89.0301 µA,-88.8500 µA,-89.0125 µA,-88.5061 µA,-88.9955 µA,-88.9513 µA,-105.9702 µA,-106.1968 µA,-88.9230 µA,-89.0828 µA,-85.3047 µA,-89.1311 µA,-88.7690 µA,-88.8835 µA,-89.1638 µA,-88.9861 µA,-88.7998 µA,-89.0955 µA,-88.8899 µA,-88.7353 µA,-89.0048 µA,-89.0484 µA,-88.9638 µA,-89.1110 µA,-89.0631 µA,-88.7784 µA,-89.0436 µA,-89.1362 µA,-88.8480 µA,-88.7632 µA,-88.9523 µA,-89.2141 µA,-89.3335 µA,-88.4517 µA,-88.9948 µA,-89.0593 µA,-88.9845 µA,-89.0886 µA,-89.0783 µA,-88.9614 µA,-85.6936 µA,-88.9974 µA,-88.9083 µA,-89.0416 µA,-89.2885 µA,-87.2006 µA,-89.0485 µA,-89.2371 µA,-89.0456 µA,-88.3887 µA,-89.2536 µA,-88.9799 µA,-88.9862 µA,-79.0986 µA,-88.9209 µA,-88.8964 µA
2024-08-04 18:56:04,-88.9656 µA,-89.0147 µA,-89.0025 µA,-89.1990 µA,-88.9603 µA,-89.2458 µA,-88.9391 µA,-88.9033 µA,-89.1231 µA,-89.1079 µA,-88.9585 µA,-88.7556 µA,-88.9710 µA,-86.4440 µA,-89.1072 µA,-86.3695 µA,-89.0237 µA,-89.2590 µA,-89.0291 µA,-88.8501 µA,-89.0126 µA,-88.5061 µA,-89.0174 µA,-88.9508 µA,-105.9701 µA,-106.1968 µA,-88.9231 µA,-89.0818 µA,-85.3040 µA,-89.1308 µA,-88.7688 µA,-88.8832 µA,-89.1637 µA,-88.9864 µA,-88.7999 µA,-89.0954 µA,-88.8898 µA,-88.5824 µA,-89.0053 µA,-89.0484 µA,-88.9636 µA,-89.1105 µA,-89.0627 µA,-88.5485 µA,-89.0438 µA,-89.1287 µA,-88.8480 µA,-88.7624 µA,-88.9519 µA,-89.2138 µA,-89.3344 µA,-88.4526 µA,-88.9955 µA,-89.0588 µA,-88.9845 µA,-89.0884 µA,-89.0780 µA,-88.9583 µA,-85.6919 µA,-88.9982 µA,-88.9474 µA,-89.0408 µA,-89.2886 µA,-87.2015 µA,-89.0478 µA,-89.2366 µA,-88.4011 µA,-88.5337 µA,-89.2540 µA,-88.9797 µA,-88.9857 µA,-79.6268 µA,-88.9204 µA,-88.8963 µA
2024-08-04 18:56:08,-88.9666 µA,-89.0145 µA,-88.9976 µA,-89.1996 µA,-88.9600 µA,-89.2471 µA,-88.9394 µA,-88.9036 µA,-89.1236 µA,-89.1081 µA,-88.9585 µA,-88.7561 µA,-88.9664 µA,-86.4444 µA,-89.1071 µA,-86.3695 µA,-89.0239 µA,-89.2588 µA,-89.0291 µA,-88.8499 µA,-89.0126 µA,-88.5061 µA,-88.9977 µA,-88.9508 µA,-105.9700 µA,-106.1968 µA,-88.9232 µA,-89.0824 µA,-85.3040 µA,-89.1307 µA,-88.7689 µA,-88.8833 µA,-89.1639 µA,-88.9865 µA,-88.7997 µA,-89.0958 µA,-88.8898 µA,-88.5812 µA,-89.0046 µA,-89.0482 µA,-88.9634 µA,-89.1106 µA,-89.0630 µA,-88.5453 µA,-89.0450 µA,-89.1286 µA,-88.8442 µA,-88.7623 µA,-88.9524 µA,-89.2134 µA,-89.3355 µA,-88.4518 µA,-88.9959 µA,-89.0587 µA,-88.9846 µA,-89.1811 µA,-89.0774 µA,-88.9594 µA,-85.6913 µA,-88.9982 µA,-88.9596 µA,-89.0408 µA,-89.2894 µA,-87.2043 µA,-89.0478 µA,-89.2368 µA,-88.3961 µA,-88.3831 µA,-89.2542 µA,-88.9801 µA,-88.9857 µA,-79.1459 µA,-88.9206 µA,-88.8889 µA
2024-08-04 18:56:12,-88.9660 µA,-89.0142 µA,-89.0049 µA,-89.1998 µA,-88.9598 µA,-89.2470 µA,-88.9396 µA,-88.9036 µA,-89.1022 µA,-89.1077 µA,-88.9589 µA,-88.7563 µA,-88.9773 µA,-86.4438 µA,-89.1070 µA,-86.3695 µA,-89.0245 µA,-89.2592 µA,-89.0290 µA,-88.8496 µA,-89.0126 µA,-88.5061 µA,-89.0063 µA,-88.9507 µA,-105.9700 µA,-106.1968 µA,-88.9233 µA,-89.0824 µA,-85.3040 µA,-89.1310 µA,-88.7695 µA,-88.8834 µA,-89.1640 µA,-88.9862 µA,-88.7995 µA,-89.0962 µA,-88.8895 µA,-88.5816 µA,-89.0049 µA,-89.0483 µA,-88.9634 µA,-89.1108 µA,-89.0626 µA,-88.5447 µA,-89.0456 µA,-89.1282 µA,-88.8422 µA,-88.7614 µA,-88.9528 µA,-89.2133 µA,-89.3354 µA,-88.4515 µA,-88.9956 µA,-89.0592 µA,-88.9845 µA,-89.0871 µA,-89.0771 µA,-88.9593 µA,-85.6897 µA,-88.9979 µA,-88.9566 µA,-89.0348 µA,-89.2889 µA,-87.2062 µA,-89.0473 µA,-89.2369 µA,-88.4017 µA,-88.4129 µA,-89.2546 µA,-88.9806 µA,-88.9856 µA,-79.0046 µA,-88.9250 µA,-88.8953 µA
2024-08-04 18:56:16,-88.9655 µA,-89.0142 µA,-88.9986 µA,-89.2002 µA,-88.9601 µA,-89.2474 µA,-88.9397 µA,-88.9037 µA,-89.0914 µA,-89.1074 µA,-88.9587 µA,-88.7558 µA,-88.9793 µA,-86.4424 µA,-89.1068 µA,-86.3696 µA,-89.0248 µA,-89.2596 µA,-89.0287 µA,-88.8489 µA,-89.0124 µA,-88.5064 µA,-89.0062 µA,-88.9508 µA,-105.9700 µA,-106.1968 µA,-88.9232 µA,-89.0832 µA,-85.3038 µA,-89.1308 µA,-88.7701 µA,-88.8836 µA,-89.1640 µA,-88.9858 µA,-88.7998 µA,-89.0964 µA,-88.8894 µA,-88.5825 µA,-89.0050 µA,-89.0487 µA,-88.9630 µA,-89.1114 µA,-89.0621 µA,-88.5445 µA,-89.0453 µA,-89.1284 µA,-88.8400 µA,-88.7613 µA,-88.9525 µA,-89.2136 µA,-89.3355 µA,-88.4517 µA,-88.9963 µA,-89.0594 µA,-88.9845 µA,-89.0850 µA,-89.0769 µA,-88.9598 µA,-85.6889 µA,-88.9980 µA,-88.9660 µA,-89.0372 µA,-89.2881 µA,-87.2083 µA,-89.0476 µA,-89.2371 µA,-88.4169 µA,-88.3788 µA,-89.2550 µA,-88.9806 µA,-88.9854 µA,-79.6045 µA,-88.9310 µA,-88.8956 µA
2024-08-04 18:56:20,-88.9652 µA,-89.0140 µA,-89.0094 µA,-89.2004 µA,-88.9598 µA,-89.2473 µA,-88.9393 µA,-88.9034 µA,-89.1190 µA,-89.1072 µA,-88.9588 µA,-88.7557 µA,-88.9773 µA,-86.4405 µA,-89.1069 µA,-86.3698 µA,-89.0336 µA,-89.2593 µA,-89.0283 µA,-88.8525 µA,-89.0126 µA,-88.5061 µA,-89.0051 µA,-88.9509 µA,-105.9700 µA,-106.1968 µA,-88.9229 µA,-89.0832 µA,-85.3038 µA,-89.1312 µA,-88.7697 µA,-88.8837 µA,-89.1639 µA,-88.9855 µA,-88.7998 µA,-89.0963 µA,-88.8892 µA,-88.5820 µA,-89.0040 µA,-89.0486 µA,-88.9630 µA,-89.1116 µA,-89.0620 µA,-88.5444 µA,-89.0443 µA,-89.1282 µA,-88.8372 µA,-88.7612 µA,-88.9527 µA,-89.2140 µA,-89.3356 µA,-88.4513 µA,-88.9961 µA,-89.0592 µA,-88.9846 µA,-89.0852 µA,-89.0765 µA,-88.9602 µA,-85.6875 µA,-88.9983 µA,-88.9510 µA,-89.0372 µA,-89.2877 µA,-87.2101 µA,-89.0476 µA,-89.2369 µA,-88.4604 µA,-88.4085 µA,-89.2544 µA,-88.9804 µA,-88.9857 µA,-79.6626 µA,-88.9231 µA,-88.8951 µA
2024-08-04 18:56:24,-88.9646 µA,-89.0141 µA,-89.0098 µA,-89.2002 µA,-88.9596 µA,-89.2469 µA,-88.9396 µA,-88.9036 µA,-89.1331 µA,-89.1076 µA,-88.9587 µA,-88.7557 µA,-88.9727 µA,-86.4398 µA,-89.1069 µA,-86.3698 µA,-89.0290 µA,-89.2589 µA,-89.0272 µA,-88.8495 µA,-89.0127 µA,-88.5059 µA,-89.0039 µA,-88.9505 µA,-105.9700 µA,-106.1968 µA,-88.9231 µA,-89.0830 µA,-85.3036 µA,-89.1307 µA,-88.7699 µA,-88.8837 µA,-89.1635 µA,-88.9852 µA,-88.7995 µA,-89.0957 µA,-88.8894 µA,-88.5823 µA,-89.0051 µA,-89.0486 µA,-88.9631 µA,-89.1111 µA,-89.0621 µA,-88.5442 µA,-89.0440 µA,-89.1287 µA,-88.8102 µA,-88.7616 µA,-88.9525 µA,-89.2143 µA,-89.3352 µA,-88.4508 µA,-88.9926 µA,-89.0589 µA,-88.9847 µA,-89.0856 µA,-89.0761 µA,-88.9595 µA,-85.6861 µA,-88.9985 µA,-88.9537 µA,-89.0376 µA,-89.2887 µA,-87.2109 µA,-89.0474 µA,-89.2367 µA,-88.4523 µA,-88.4040 µA,-89.2546 µA,-88.9802 µA,-88.9857 µA,-79.2820 µA,-88.9226 µA,-88.8952 µA
2024-08-04 18:56:28,-88.9651 µA,-89.0144 µA,-89.0025 µA,-89.2002 µA,-88.9596 µA,-89.2464 µA,-88.9393 µA,-88.9033 µA,-89.1329 µA,-89.1073 µA,-88.9586 µA,-88.7555 µA,-88.9958 µA,-86.4390 µA,-89.1067 µA,-86.3697 µA,-89.0277 µA,-89.2595 µA,-89.0144 µA,-88.8442 µA,-89.0126 µA,-88.5059 µA,-89.0033 µA,-88.9507 µA,-105.9700 µA,-106.1968 µA,-88.9232 µA,-89.0829 µA,-85.3036 µA,-89.1304 µA,-88.7702 µA,-88.8835 µA,-89.1635 µA,-88.9850 µA,-88.7997 µA,-89.0960 µA,-88.8893 µA,-88.5820 µA,-89.0049 µA,-89.0485 µA,-88.9632 µA,-89.1112 µA,-89.0619 µA,-88.5426 µA,-89.0428 µA,-89.1277 µA,-88.8181 µA,-88.7618 µA,-88.9519 µA,-89.2141 µA,-89.3347 µA,-88.4490 µA,-88.9883 µA,-89.0590 µA,-88.9847 µA,-89.0856 µA,-89.0766 µA,-88.9600 µA,-85.6854 µA,-88.9979 µA,-88.9464 µA,-89.0375 µA,-89.2886 µA,-87.2114 µA,-89.0475 µA,-89.2367 µA,-89.0630 µA,-88.4004 µA,-89.2543 µA,-88.9803 µA,-88.9854 µA,-78.9832 µA,-88.9221 µA,-88.8956 µA
2024-08-04 18:56:32,-88.9653 µA,-89.0142 µA,-89.0038 µA,-89.1998 µA,-88.9595 µA,-89.2464 µA,-88.9399 µA,-88.9037 µA,-89.1450 µA,-89.1075 µA,-88.9591 µA,-88.7555 µA,-88.9915 µA,-86.4382 µA,-89.1071 µA,-86.3702 µA,-89.0278 µA,-89.2595 µA,-89.0286 µA,-88.8452 µA,-89.0129 µA,-88.5062 µA,-89.0035 µA,-88.9510 µA,-105.9700 µA,-106.1968 µA,-88.9230 µA,-89.0828 µA,-85.3035 µA,-89.1303 µA,-88.7700 µA,-88.8835 µA,-89.1640 µA,-88.9853 µA,-88.7997 µA,-89.0958 µA,-88.8892 µA,-88.5822 µA,-89.0044 µA,-89.0486 µA,-88.9628 µA,-89.1115 µA,-89.0620 µA,-88.5463 µA,-89.0429 µA,-89.1266 µA,-88.8213 µA,-88.7626 µA,-88.9519 µA,-89.2145 µA,-89.3346 µA,-88.4759 µA,-88.9929 µA,-89.0591 µA,-88.9847 µA,-89.0854 µA,-89.0767 µA,-88.9601 µA,-85.6846 µA,-88.9982 µA,-88.9504 µA,-89.0382 µA,-89.2883 µA,-87.2120 µA,-89.0478 µA,-89.2375 µA,-88.5629 µA,-88.3966 µA,-89.2607 µA,-88.9805 µA,-88.9852 µA,-78.9665 µA,-88.9219 µA,-88.8956 µA
2024-08-04 18:56:36,-88.9656 µA,-89.0142 µA,-89.0101 µA,-89.1993 µA,-88.9592 µA,-89.2467 µA,-88.9395 µA,-88.9039 µA,-89.1605 µA,-89.1074 µA,-88.9591 µA,-88.7562 µA,-88.9717 µA,-86.4375 µA,-89.1066 µA,-86.3701 µA,-89.0271 µA,-89.2599 µA,-89.0288 µA,-88.8455 µA,-89.0128 µA,-88.5058 µA,-89.0029 µA,-88.9513 µA,-105.9699 µA,-106.1968 µA,-88.9228 µA,-89.0831 µA,-85.3035 µA,-89.1305 µA,-88.7698 µA,-88.8836 µA,-89.1636 µA,-88.9856 µA,-88.7996 µA,-89.0953 µA,-88.8889 µA,-88.5822 µA,-89.0052 µA,-89.0487 µA,-88.9628 µA,-89.1114 µA,-89.0622 µA,-88.5456 µA,-89.0431 µA,-89.1267 µA,-88.8221 µA,-88.7620 µA,-88.9517 µA,-89.2145 µA,-89.3339 µA,-88.4724 µA,-88.9937 µA,-89.0592 µA,-88.9848 µA,-89.0856 µA,-89.0775 µA,-88.9594 µA,-85.6843 µA,-88.9980 µA,-88.9522 µA,-89.0381 µA,-89.2882 µA,-87.2122 µA,-89.0478 µA,-89.2379 µA,-88.4132 µA,-88.4545 µA,-89.2466 µA,-88.9801 µA,-88.9852 µA,-78.9829 µA,-88.9218 µA,-88.8956 µA
2024-08-04 18:56:40,-88.9653 µA,-89.0136 µA,-89.0068 µA,-89.1991 µA,-88.9590 µA,-89.2458 µA,-88.9389 µA,-88.9035 µA,-89.1430 µA,-89.1075 µA,-88.9587 µA,-88.7558 µA,-89.0045 µA,-86.4372 µA,-89.1068 µA,-86.3700 µA,-89.0276 µA,-89.2590 µA,-89.0284 µA,-88.8456 µA,-89.0125 µA,-88.5057 µA,-89.0022 µA,-88.9511 µA,-105.9700 µA,-106.1967 µA,-88.9230 µA,-89.0830 µA,-85.3033 µA,-89.1299 µA,-88.7696 µA,-88.8836 µA,-89.1639 µA,-88.9859 µA,-88.7992 µA,-89.0957 µA,-88.8891 µA,-88.5823 µA,-89.0048 µA,-89.0487 µA,-88.9628 µA,-89.1118 µA,-89.0628 µA,-88.5456 µA,-89.0437 µA,-89.1272 µA,-88.8204 µA,-88.7621 µA,-88.9521 µA,-89.2145 µA,-89.3339 µA,-88.4540 µA,-88.9896 µA,-89.0585 µA,-88.9849 µA,-89.0856 µA,-89.0775 µA,-88.9593 µA,-85.6800 µA,-88.9981 µA,-88.9313 µA,-89.0381 µA,-89.2879 µA,-87.2124 µA,-89.0476 µA,-89.2380 µA,-88.4455 µA,-88.3765 µA,-89.2511 µA,-88.9800 µA,-88.9849 µA,-78.9885 µA,-88.9216 µA,-88.8956 µA
2024-08-04 18:56:44,-88.9652 µA,-89.0134 µA,-89.0015 µA,-89.1988 µA,-88.9589 µA,-89.2458 µA,-88.9384 µA,-88.9037 µA,-89.1295 µA,-89.1071 µA,-88.9583 µA,-88.7558 µA,-88.9995 µA,-86.4363 µA,-89.1067 µA,-86.3699 µA,-89.0274 µA,-89.2592 µA,-89.0285 µA,-88.8453 µA,-89.0128 µA,-88.5058 µA,-89.0026 µA,-88.9510 µA,-105.9700 µA,-106.1967 µA,-88.9229 µA,-89.0831 µA,-85.3032 µA,-89.1293 µA,-88.7697 µA,-88.8836 µA,-89.1637 µA,-88.9856 µA,-88.7995 µA,-89.0958 µA,-88.8892 µA,-88.5824 µA,-89.0047 µA,-89.0481 µA,-88.9627 µA,-89.1113 µA,-89.0628 µA,-88.5475 µA,-89.0431 µA,-89.1262 µA,-88.8263 µA,-88.7622 µA,-88.9518 µA,-89.2145 µA,-89.3337 µA,-88.4547 µA,-88.9883 µA,-89.0588 µA,-88.9848 µA,-89.0856 µA,-89.0773 µA,-88.9595 µA,-85.6813 µA,-88.9983 µA,-88.9576 µA,-89.0385 µA,-89.2880 µA,-87.2124 µA,-89.0399 µA,-89.2385 µA,-88.4077 µA,-88.5784 µA,-89.2512 µA,-88.9800 µA,-88.9849 µA,-78.9921 µA,-88.9214 µA,-88.8952 µA
2024-08-04 18:56:48,-88.9651 µA,-89.0141 µA,-89.0034 µA,-89.1988 µA,-88.9591 µA,-89.2464 µA,-88.9386 µA,-88.9034 µA,-89.1272 µA,-89.1071 µA,-88.9584 µA,-88.7559 µA,-88.9674 µA,-86.4357 µA,-89.1064 µA,-86.3699 µA,-89.0273 µA,-89.2586 µA,-89.0283 µA,-88.8452 µA,-89.0126 µA,-88.5055 µA,-89.0023 µA,-88.9507 µA,-105.9699 µA,-106.1967 µA,-88.9225 µA,-89.0832 µA,-85.3050 µA,-89.1287 µA,-88.7697 µA,-88.8836 µA,-89.1633 µA,-88.9858 µA,-88.7996 µA,-89.0958 µA,-88.8892 µA,-88.5828 µA,-89.0050 µA,-89.0481 µA,-88.9629 µA,-89.1117 µA,-89.0629 µA,-88.5501 µA,-89.0436 µA,-89.1258 µA,-88.8238 µA,-88.7624 µA,-88.9520 µA,-89.2149 µA,-89.3333 µA,-88.4451 µA,-88.9935 µA,-89.0586 µA,-88.9847 µA,-89.0854 µA,-89.0771 µA,-88.9597 µA,-85.7059 µA,-88.9982 µA,-88.9484 µA,-89.0384 µA,-89.2873 µA,-87.2120 µA,-89.0473 µA,-89.2381 µA,-88.4185 µA,-88.3719 µA,-89.2518 µA,-88.9798 µA,-88.9852 µA,-79.0247 µA,-88.9212 µA,-88.8953 µA
2024-08-04 18:56:52,-88.9646 µA,-89.0140 µA,-89.0036 µA,-89.1986 µA,-88.9591 µA,-89.2470 µA,-88.9387 µA,-88.9033 µA,-89.1364 µA,-89.1065 µA,-88.9580 µA,-88.7566 µA,-89.0029 µA,-86.4350 µA,-89.1065 µA,-86.3700 µA,-89.0270 µA,-89.2591 µA,-89.0281 µA,-88.8458 µA,-89.0126 µA,-88.5052 µA,-89.0017 µA,-88.9508 µA,-105.9698 µA,-106.1967 µA,-88.9225 µA,-89.0833 µA,-85.3038 µA,-89.1288 µA,-88.7694 µA,-88.8836 µA,-89.1631 µA,-88.9851 µA,-88.7997 µA,-89.0952 µA,-88.8892 µA,-88.5823 µA,-89.0047 µA,-89.0483 µA,-88.9575 µA,-89.1117 µA,-89.0628 µA,-88.5516 µA,-89.0432 µA,-89.1256 µA,-88.8135 µA,-88.7629 µA,-88.9520 µA,-89.2148 µA,-89.3322 µA,-88.4895 µA,-88.9934 µA,-89.0585 µA,-88.9846 µA,-89.0854 µA,-89.0766 µA,-88.9601 µA,-85.6741 µA,-88.9978 µA,-88.9461 µA,-89.0388 µA,-89.2873 µA,-87.2119 µA,-89.0469 µA,-89.2378 µA,-88.4132 µA,-88.3858 µA,-89.2517 µA,-88.9801 µA,-88.9853 µA,-79.0069 µA,-88.9212 µA,-88.8747 µA
2024-08-04 18:56:56,-88.9646 µA,-89.0143 µA,-88.9979 µA,-89.1986 µA,-88.9587 µA,-89.2464 µA,-88.9387 µA,-88.9032 µA,-89.1223 µA,-89.1068 µA,-88.9583 µA,-88.7564 µA,-88.9895 µA,-86.4344 µA,-89.1062 µA,-86.3697 µA,-89.0268 µA,-89.2589 µA,-89.0275 µA,-88.8465 µA,-89.0121 µA,-88.5052 µA,-89.0010 µA,-88.9506 µA,-105.9698 µA,-106.1966 µA,-88.9227 µA,-89.0831 µA,-85.3036 µA,-89.1285 µA,-88.7695 µA,-88.8836 µA,-89.1636 µA,-88.9853 µA,-88.7995 µA,-89.0952 µA,-88.8891 µA,-88.5823 µA,-89.0051 µA,-89.0479 µA,-88.9634 µA,-89.1117 µA,-89.0623 µA,-88.5527 µA,-89.0430 µA,-89.1253 µA,-88.8152 µA,-88.7631 µA,-88.9518 µA,-89.2149 µA,-89.3333 µA,-88.4441 µA,-88.9931 µA,-89.0581 µA,-88.9845 µA,-89.0856 µA,-89.0765 µA,-88.9602 µA,-85.6770 µA,-88.9978 µA,-88.9510 µA,-89.0395 µA,-89.2862 µA,-87.2113 µA,-89.0472 µA,-89.2373 µA,-88.4922 µA,-88.3772 µA,-89.2516 µA,-88.9799 µA,-88.9853 µA,-79.2245 µA,-88.9213 µA,-88.8853 µA
